Updated_RMSE,Updated_R2,RMSE_Rank,R2_Rank
0.201352839042623,0.11639424149658195,91,279
0.17057906229314046,0.367547329515689,20,8
0.19802362914044427,0.1497758644542061,139,20
0.1991644283121621,0.13404784666070124,8,139
0.16926312938949048,0.37461538374653147,83,83
0.17961386815889507,0.2958954325622034,250,138
0.3876696750721522,-2.2790873593841163,138,250
0.17297383325098517,0.3480024150792187,80,58
0.1949617687105128,0.17312029817843433,142,80
0.1823173125737992,0.27857693310055387,58,142
0.19610407646344083,0.16533682829929297,172,271
0.18662873844960076,0.24451395822947153,4,0
0.1979453330227655,0.14752290642708366,0,12
0.17846332563657494,0.3061333882871581,271,132
0.18235653865669582,0.2796019141812234,12,172
0.17612594285947877,0.3279488968830103,132,267
0.18367976604617445,0.26468655855426726,197,4
0.2095431669808066,0.04878048639975974,267,197
0.18719095810153505,0.24086638334025334,152,152
0.17991332417097675,0.2963575989619216,213,213
0.1877589997266531,0.2340956220419066,99,154
0.22129683485526352,-0.06457374422920203,78,78
0.20522069364510045,0.08752479253119905,154,99
0.19779251788645957,0.15212713187572957,206,123
0.22133068320713536,-0.06710043229728169,242,18
0.2019499291842325,0.11607319425696061,123,266
0.16421402217064718,0.4155248619824966,266,287
0.21676820994069324,-0.03045158956651184,50,206
0.1844769722264875,0.26260040123899886,18,50
0.19040564256183076,0.2144618324266956,287,210
0.18607746963215654,0.24897051515241653,210,242
0.18871831666575262,0.22818923643884237,249,105
0.17031658511330275,0.37037117684064014,74,1
0.18762999388167473,0.23251090066207003,288,258
0.2027351172553269,0.10281825769813713,105,249
0.18221315202561345,0.27547647225916616,1,93
0.1800768324604454,0.29246975056380187,113,292
0.1970609441207818,0.15521822290728549,273,254
0.20346283905413626,0.10086319298985558,258,74
0.19074161820685065,0.2019853126589517,93,26
0.1938309287454795,0.18014093159824407,292,131
0.20219718790950655,0.11089873506011583,254,291
0.22802528715278153,-0.12683863155590025,131,113
0.19940062805751319,0.13810876409735506,291,288
0.18937014709933356,0.2223744080082528,26,273
0.18053166120389877,0.28919769495247083,237,194
0.18567496753440527,0.24843352393453222,194,237
0.18978242214116534,0.21533662981108348,243,95
0.18330004371970388,0.26883263860361817,95,243
0.3876105806329365,-2.264995498394043,109,109
0.21292339362769064,0.015727471956942574,115,5
0.18451685934030435,0.2614696203250284,5,115
0.21487609089545873,-0.004208790142340213,120,162
0.18989633608474354,0.2172315943007933,162,120
0.19046676460474302,0.21321507044000243,44,19
0.17196281199714808,0.35923643678945916,77,44
0.18950850733360586,0.2219273854519872,19,77
0.18837309998047652,0.23126611009895348,66,27
0.22336558134645773,-0.08087610780137688,239,239
0.18995656812900344,0.21467215054488553,27,86
0.3875969513092875,-2.263542691125739,67,21
0.17902228207505927,0.3055071505384539,275,136
0.1931233855578803,0.19148443232094658,86,275
0.18724924628932074,0.23593185371894887,136,3
0.1839321942410018,0.2626641105542632,21,66
0.20501995676688514,0.08495138403027658,134,134
0.18231187225028467,0.2765146983684842,3,189
0.20847951327172237,0.055173392611935324,189,67
0.17215708362809984,0.3578189931346656,274,274
0.22550137954234015,-0.10349219945419064,63,63
0.20281623634010362,0.09536777534621577,283,283
0.20539153412722003,0.08257291709295289,248,85
0.19554502024061177,0.17158270427833378,85,248
0.19313580997773047,0.17650224632118883,252,33
0.19031297652557547,0.20901871033827468,33,252
0.21512608317506013,-0.007729904166162482,30,30
0.21144972480389063,0.02458846414953364,163,222
0.2040083943554721,0.09267315061405146,41,41
0.20095712958305834,0.12194553216391857,222,163
0.1915681578168335,0.20305721321591763,286,286
0.21183737814165896,0.0233171514858298,143,143
0.1915295311175218,0.2024807939569776,224,224
0.20477141129596566,0.09161800652766294,247,247
0.22313388708617618,-0.08966283406888764,159,159
0.38597154127350486,-2.2486182465899502,199,40
0.17839976594582332,0.3103048480110019,40,199
0.20456070845662191,0.09344607596271925,57,57
0.22603096568022657,-0.1072577897028224,64,64
0.18714708437715105,0.23841047941385451,193,193
0.19155279977166306,0.19941705365902818,196,15
0.18618095589018277,0.243690008234148,15,196
0.19452151926085096,0.17647331755254858,278,278
0.19937396685242365,0.13887386608276786,265,230
0.22290382419918592,-0.08230719191432145,255,265
0.20289886186088252,0.10411785448885236,230,255
0.2019731836417694,0.11609685557263605,100,100
0.23456018283501817,-0.19531290718159822,79,241
0.17365649373540523,0.3425802563102589,54,54
0.18138903417091107,0.2862956992498219,241,259
0.20166176325461674,0.1182425952560151,259,79
0.19203890443525193,0.20017299613243822,214,214
0.20454658358099054,0.08884951918967043,268,268
0.20982140592276152,0.045986043318848924,141,141
0.20876515543155627,0.05166128937221859,39,280
0.17092821729972116,0.3670403641695401,60,61
0.18853131973145276,0.22668007564471904,256,48
0.22248098454799153,-0.07668018778640362,51,107
0.2003433712917025,0.1273911467010066,125,29
0.38667319177851434,-2.244611040181577,61,125
0.1802059451771597,0.29547976692778444,280,51
0.1933007317941209,0.1902248051237988,48,256
0.21143437030690565,0.03136794735888859,107,117
0.18391200828465754,0.2650213484518936,29,60
0.18647749672019823,0.24527129275009996,117,39
0.21341138948360355,0.012733029512045801,37,37
0.20346005971426384,0.1028691149115929,140,140
0.2045244063364441,0.08903368526080291,232,232
0.1869615047865344,0.24044550066178116,221,221
0.19377548531264557,0.18589979351160701,178,178
0.2048723631721328,0.08979757918785736,144,144
0.2046790167946469,0.09220255291423296,150,150
